id,duration,age,job,marital,education,credit_default,housing,loan
35059,290,59,retired,divorced,basic_4y,no,no,no
35060,27,59,retired,divorced,basic_4y,no,yes,no
35061,256,58,management,married,university_degree,no,yes,yes
35062,173,26,technician,single,university_degree,no,yes,yes
35063,134,35,blue-collar,single,basic_9y,no,yes,no
35064,171,39,technician,married,,no,yes,yes
35065,256,39,technician,married,,no,yes,yes
35066,26,37,services,married,high_school,no,yes,no
35067,74,53,services,married,university_degree,no,no,yes
35068,285,34,blue-collar,married,basic_4y,unknown,yes,no
35069,109,25,blue-collar,single,basic_6y,unknown,yes,no
35070,239,41,blue-collar,married,high_school,no,yes,no
35071,109,24,technician,single,basic_9y,no,yes,no
35072,730,33,blue-collar,married,basic_9y,unknown,yes,no
35073,19,32,blue-collar,single,basic_6y,unknown,no,no
35074,10,57,management,married,basic_4y,unknown,yes,no
35075,178,37,blue-collar,married,basic_4y,no,yes,no
35076,7,31,technician,single,,no,no,yes
35077,71,34,blue-collar,single,high_school,no,no,no
35078,16,33,admin,single,high_school,no,no,no
35079,45,53,services,married,university_degree,no,no,no
35080,22,37,admin,married,high_school,no,yes,no
35081,536,41,entrepreneur,divorced,,no,no,no
35082,792,29,admin,single,high_school,no,yes,no
35083,178,33,services,married,high_school,no,yes,no
35084,41,30,technician,married,basic_9y,no,yes,no
35085,142,47,services,married,high_school,no,yes,no
35086,45,53,admin,married,high_school,no,yes,no
35087,10,41,blue-collar,married,basic_9y,unknown,yes,no
35088,333,33,services,married,high_school,no,unknown,unknown
35089,166,31,technician,married,professional_course,no,no,no
35090,100,41,management,married,university_degree,no,yes,no
35091,423,36,management,divorced,university_degree,no,unknown,unknown
35092,358,53,admin,married,high_school,no,yes,no
35093,576,24,services,single,high_school,no,no,no
35094,84,34,services,divorced,high_school,no,yes,no
35095,66,34,services,divorced,high_school,no,no,no
35096,79,29,services,single,basic_9y,no,yes,no
35097,669,33,blue-collar,married,professional_course,no,yes,no
35098,456,53,admin,married,high_school,no,no,no
35099,676,26,services,married,high_school,no,no,yes
35100,87,54,blue-collar,married,basic_4y,unknown,no,no
35101,472,27,services,single,high_school,no,no,no
35102,78,38,services,divorced,high_school,no,no,no
35103,354,37,unemployed,married,university_degree,no,yes,no
35104,117,36,management,married,university_degree,no,no,no
35105,265,32,blue-collar,married,basic_4y,no,no,no
35106,693,32,technician,single,university_degree,no,yes,yes
35107,251,36,entrepreneur,married,basic_9y,no,yes,no
35108,98,32,admin,single,university_degree,no,yes,no
35109,13,30,unemployed,single,high_school,no,no,no
35110,14,23,technician,single,professional_course,no,unknown,unknown
35111,268,36,management,married,university_degree,no,no,no
35112,144,32,admin,single,high_school,no,no,no
35113,166,49,entrepreneur,divorced,basic_9y,no,no,no
35114,138,31,admin,single,university_degree,no,yes,yes
35115,1015,30,technician,single,professional_course,no,no,no
35116,192,54,blue-collar,married,basic_4y,no,yes,yes
35117,663,43,management,married,university_degree,no,yes,no
35118,210,44,entrepreneur,single,university_degree,no,yes,no
35119,119,38,services,married,basic_6y,unknown,yes,no
35120,133,54,retired,divorced,university_degree,no,yes,no
35121,18,48,services,married,basic_9y,unknown,no,no
35122,8,33,blue-collar,married,basic_9y,unknown,yes,no
35123,261,54,retired,divorced,university_degree,no,yes,yes
35124,81,37,services,married,high_school,no,yes,no
35125,65,30,services,single,high_school,no,yes,no
35126,437,29,technician,single,university_degree,no,yes,yes
35127,102,45,retired,married,basic_6y,unknown,no,yes
35128,217,34,admin,single,high_school,no,yes,no
35129,63,37,blue-collar,married,basic_6y,no,no,no
35130,562,34,services,divorced,high_school,no,yes,yes
35131,74,30,blue-collar,single,basic_9y,no,yes,no
35132,189,32,services,single,,no,yes,no
35133,212,27,services,single,high_school,no,no,no
35134,500,35,admin,married,high_school,unknown,yes,no
35135,172,39,blue-collar,divorced,high_school,unknown,no,yes
35136,20,37,technician,single,professional_course,no,no,yes
35137,327,36,technician,divorced,professional_course,no,unknown,unknown
35138,16,34,admin,married,university_degree,no,no,no
35139,894,39,admin,married,university_degree,no,yes,no
35140,152,42,services,married,basic_9y,no,yes,no
35141,116,45,self-employed,divorced,university_degree,no,yes,no
35142,133,45,self-employed,divorced,university_degree,no,no,yes
35143,585,35,admin,married,high_school,unknown,no,no
35144,95,42,management,married,university_degree,no,yes,no
35145,56,53,technician,divorced,professional_course,no,yes,no
35146,564,23,admin,single,professional_course,no,no,no
35147,188,53,technician,divorced,professional_course,no,yes,no
35148,48,22,services,married,high_school,no,yes,no
35149,79,27,blue-collar,married,,unknown,yes,no
35150,342,40,management,divorced,university_degree,no,no,no
35151,6,32,admin,single,professional_course,no,no,yes
35152,170,25,blue-collar,single,basic_9y,no,no,no
35153,119,28,admin,single,university_degree,no,yes,no
35154,80,31,admin,single,high_school,no,no,no
35155,659,36,technician,married,high_school,no,yes,yes
35156,532,49,self-employed,married,high_school,no,no,no
35157,15,39,technician,divorced,high_school,no,yes,no
35158,265,35,blue-collar,married,basic_6y,no,yes,no
35159,54,27,services,single,high_school,unknown,no,no
35160,837,39,management,married,university_degree,no,yes,no
35161,67,36,services,divorced,university_degree,no,no,no
35162,77,58,blue-collar,married,basic_9y,no,yes,no
35163,358,25,blue-collar,single,basic_6y,no,yes,no
35164,303,32,technician,single,professional_course,no,no,no
35165,47,47,services,divorced,high_school,no,yes,no
35166,228,37,services,married,high_school,no,no,no
35167,832,35,blue-collar,married,basic_6y,no,yes,no
35168,169,54,management,married,university_degree,no,no,no
35169,394,41,services,married,basic_6y,no,yes,no
35170,31,51,blue-collar,married,basic_9y,unknown,yes,no
35171,1380,44,management,married,university_degree,no,no,no
35172,36,26,blue-collar,single,basic_4y,no,yes,no
35173,201,31,unemployed,married,basic_9y,no,yes,no
35174,679,37,services,married,basic_6y,unknown,yes,no
35175,199,57,blue-collar,married,basic_9y,no,no,no
35176,58,27,blue-collar,married,basic_9y,no,yes,yes
35177,495,51,blue-collar,married,basic_9y,unknown,yes,no
35178,141,43,admin,married,high_school,no,yes,no
35179,139,54,blue-collar,married,basic_4y,no,no,yes
35180,82,44,blue-collar,married,basic_4y,no,no,no
35181,317,29,unemployed,married,university_degree,no,yes,no
35182,830,51,blue-collar,married,basic_9y,unknown,no,no
35183,611,48,admin,married,high_school,unknown,yes,no
35184,86,30,blue-collar,single,high_school,no,yes,yes
35185,186,58,admin,married,basic_4y,unknown,no,yes
35186,42,21,student,single,high_school,no,no,no
35187,956,51,blue-collar,married,basic_9y,unknown,no,no
35188,229,31,admin,single,university_degree,no,no,no
35189,175,39,admin,married,university_degree,no,yes,no
35190,757,32,blue-collar,married,professional_course,no,yes,no
35191,521,33,services,married,high_school,no,yes,no
35192,264,54,entrepreneur,married,high_school,no,yes,no
35193,99,60,admin,divorced,high_school,unknown,yes,no
35194,83,60,admin,divorced,high_school,unknown,yes,no
35195,87,20,blue-collar,single,basic_9y,unknown,yes,no
35196,401,52,admin,married,university_degree,no,yes,no
35197,301,60,admin,divorced,high_school,unknown,yes,no
35198,13,41,management,married,university_degree,no,yes,no
35199,184,27,technician,divorced,,unknown,no,no
35200,200,33,services,single,university_degree,no,no,no
35201,42,42,services,married,basic_9y,no,no,no
35202,167,27,blue-collar,single,basic_9y,no,no,no
35203,58,29,admin,married,basic_6y,no,no,no
35204,11,26,technician,single,professional_course,no,yes,no
35205,167,29,admin,single,high_school,no,no,no
35206,237,33,retired,married,high_school,no,yes,no
35207,173,30,management,married,university_degree,no,no,no
35208,98,42,admin,married,basic_9y,unknown,yes,no
35209,165,37,admin,single,high_school,no,no,no
35210,858,24,blue-collar,single,high_school,no,yes,no
35211,114,25,blue-collar,married,basic_4y,no,no,no
35212,173,39,blue-collar,married,basic_6y,unknown,no,no
35213,406,34,blue-collar,married,professional_course,no,yes,no
35214,1012,24,services,married,high_school,unknown,yes,no
35215,13,37,admin,single,high_school,no,no,no
35216,73,37,admin,divorced,high_school,no,yes,yes
35217,160,32,blue-collar,married,professional_course,no,yes,no
35218,372,29,blue-collar,single,basic_9y,no,yes,no
35219,206,25,blue-collar,single,basic_4y,no,no,yes
35220,137,32,technician,single,university_degree,no,no,yes
35221,611,44,blue-collar,married,basic_6y,no,no,no
35222,13,29,blue-collar,single,basic_4y,no,yes,no
35223,219,28,blue-collar,single,basic_9y,unknown,yes,no
35224,320,34,services,married,high_school,no,yes,no
35225,223,44,blue-collar,married,high_school,no,yes,no
35226,57,48,blue-collar,married,basic_9y,no,yes,no
35227,739,59,technician,married,,unknown,no,no
35228,109,58,management,married,university_degree,no,yes,no
35229,264,26,technician,married,,no,no,no
35230,221,53,blue-collar,married,professional_course,no,yes,no
35231,61,45,entrepreneur,divorced,university_degree,no,unknown,unknown
35232,124,46,blue-collar,married,basic_4y,unknown,yes,no
35233,885,21,student,single,high_school,unknown,no,no
35234,1111,28,self-employed,married,basic_9y,no,yes,no
35235,117,24,technician,single,university_degree,no,yes,no
35236,44,58,services,married,basic_6y,no,yes,no
35237,187,30,services,single,high_school,no,yes,no
35238,50,23,blue-collar,married,high_school,no,yes,no
35239,76,32,blue-collar,married,,no,no,no
35240,10,31,unemployed,single,high_school,no,no,no
35241,270,41,admin,married,high_school,unknown,no,no
35242,135,29,admin,single,basic_6y,no,yes,no
35243,31,31,services,single,high_school,no,yes,no
35244,296,35,management,single,university_degree,no,no,no
35245,239,29,blue-collar,single,basic_9y,no,no,no
35246,22,31,blue-collar,married,basic_9y,no,yes,no
35247,1357,30,blue-collar,married,professional_course,no,no,no
35248,212,35,blue-collar,married,basic_6y,no,no,no
35249,150,41,blue-collar,married,high_school,no,yes,no
35250,582,24,technician,single,professional_course,no,no,no
35251,709,41,blue-collar,divorced,basic_4y,no,no,no
35252,199,29,blue-collar,divorced,high_school,no,no,no
35253,102,30,services,single,high_school,no,no,no
35254,140,26,services,married,high_school,no,yes,no
35255,15,34,services,married,high_school,no,yes,no
35256,61,30,services,married,high_school,no,no,no
35257,20,49,management,married,university_degree,no,no,no
35258,152,32,technician,single,professional_course,no,yes,no
35259,245,26,blue-collar,single,basic_9y,no,yes,yes
35260,406,31,admin,single,basic_9y,no,no,no
35261,23,24,technician,single,professional_course,no,no,yes
35262,297,32,technician,single,university_degree,unknown,yes,no
35263,197,55,blue-collar,married,professional_course,no,yes,yes
35264,63,28,blue-collar,single,basic_6y,no,yes,yes
35265,103,23,services,single,high_school,no,yes,no
35266,11,26,blue-collar,married,basic_9y,unknown,yes,no
35267,427,49,entrepreneur,divorced,basic_9y,no,yes,no
35268,80,46,admin,married,high_school,no,yes,yes
35269,232,41,blue-collar,married,basic_4y,no,yes,no
35270,255,30,services,single,high_school,no,yes,yes
35271,8,34,technician,single,professional_course,no,yes,no
35272,284,32,admin,single,high_school,no,no,yes
35273,550,27,admin,married,basic_6y,no,no,no
35274,536,56,entrepreneur,married,university_degree,no,yes,yes
35275,193,54,retired,divorced,university_degree,no,yes,no
35276,124,30,technician,single,high_school,no,yes,yes
35277,12,31,self-employed,divorced,basic_9y,no,yes,no
35278,134,23,blue-collar,single,professional_course,no,yes,yes
35279,10,32,technician,married,professional_course,no,yes,yes
35280,17,37,services,divorced,basic_4y,no,no,no
35281,895,39,admin,married,university_degree,no,no,no
35282,212,32,technician,single,professional_course,no,yes,no
35283,43,29,admin,single,high_school,no,unknown,unknown
35284,364,39,admin,married,university_degree,no,yes,no
35285,14,44,admin,married,high_school,no,no,no
35286,122,32,blue-collar,married,basic_9y,no,no,no
35287,134,33,blue-collar,married,basic_9y,unknown,no,no
35288,21,25,services,single,high_school,no,no,no
35289,144,28,self-employed,married,basic_9y,no,yes,no
35290,16,36,management,married,university_degree,no,yes,yes
35291,13,23,admin,single,high_school,no,no,no
35292,781,60,retired,divorced,high_school,unknown,no,no
35293,128,34,blue-collar,married,professional_course,no,yes,yes
35294,67,32,self-employed,single,high_school,no,yes,yes
35295,266,34,admin,single,university_degree,no,yes,no
35296,411,27,technician,single,professional_course,no,no,no
35297,391,42,management,married,university_degree,no,no,no
35298,195,27,admin,single,basic_6y,no,yes,no
35299,74,34,admin,single,high_school,no,no,yes
35300,232,20,technician,single,professional_course,unknown,no,no
35301,340,34,admin,married,high_school,no,yes,no
35302,350,34,blue-collar,divorced,basic_9y,no,yes,no
35303,309,49,self-employed,married,high_school,no,no,no
35304,12,39,technician,single,high_school,no,no,no
35305,136,26,blue-collar,married,basic_9y,no,no,no
35306,259,51,blue-collar,single,illiterate,unknown,yes,no
35307,223,29,admin,single,university_degree,no,yes,no
35308,215,29,technician,single,university_degree,no,yes,yes
35309,156,31,admin,single,basic_9y,no,yes,yes
35310,233,43,entrepreneur,married,professional_course,no,no,no
35311,59,26,blue-collar,single,basic_9y,no,no,no
35312,104,29,admin,single,university_degree,unknown,yes,no
35313,49,30,admin,single,university_degree,no,no,no
35314,167,37,services,divorced,basic_4y,no,no,no
35315,113,28,blue-collar,single,basic_9y,no,yes,no
35316,1002,51,admin,married,high_school,no,yes,yes
35317,48,21,student,single,university_degree,no,yes,no
35318,54,30,technician,married,basic_9y,no,yes,no
35319,306,47,technician,divorced,university_degree,no,no,no
35320,61,32,admin,single,university_degree,no,no,no
35321,20,24,services,single,high_school,no,yes,yes
35322,16,23,technician,single,high_school,no,yes,no
35323,880,43,admin,married,high_school,no,no,no
35324,69,35,blue-collar,married,basic_6y,no,no,no
35325,218,33,blue-collar,married,basic_6y,no,no,no
35326,18,50,blue-collar,married,basic_6y,no,yes,no
35327,47,27,blue-collar,single,basic_9y,no,yes,no
35328,333,41,admin,single,high_school,no,yes,no
35329,102,41,blue-collar,single,basic_9y,no,no,no
35330,64,29,admin,single,high_school,no,no,no
35331,101,34,admin,single,university_degree,no,no,no
35332,800,32,admin,single,university_degree,no,no,no
35333,131,37,technician,single,professional_course,no,yes,no
35334,476,38,entrepreneur,married,basic_9y,no,yes,yes
35335,65,32,self-employed,married,professional_course,no,no,yes
35336,262,37,management,married,university_degree,no,no,no
35337,934,47,blue-collar,married,high_school,no,yes,no
35338,75,26,entrepreneur,married,professional_course,no,no,no
35339,51,22,services,single,high_school,no,no,no
35340,208,33,blue-collar,divorced,basic_9y,no,yes,yes
35341,53,32,technician,single,professional_course,no,no,no
35342,162,34,technician,single,university_degree,no,no,no
35343,34,32,blue-collar,married,basic_9y,no,yes,no
35344,73,32,blue-collar,married,basic_9y,no,yes,yes
35345,22,26,technician,single,professional_course,no,no,no
35346,172,49,blue-collar,married,basic_9y,no,no,no
35347,258,52,self-employed,divorced,university_degree,no,yes,no
35348,71,37,admin,single,high_school,no,no,yes
35349,11,32,blue-collar,single,basic_9y,no,yes,no
35350,93,32,self-employed,single,high_school,no,yes,yes
35351,92,30,blue-collar,single,basic_6y,no,no,no
35352,655,25,blue-collar,single,basic_9y,no,yes,no
35353,138,29,admin,single,high_school,no,no,no
35354,432,57,blue-collar,married,basic_9y,unknown,yes,no
35355,200,34,management,divorced,,no,yes,no
35356,69,29,blue-collar,married,basic_6y,no,yes,no
35357,204,33,entrepreneur,married,university_degree,no,yes,no
35358,25,43,blue-collar,divorced,basic_9y,unknown,yes,yes
35359,28,23,blue-collar,single,basic_4y,no,yes,no
35360,68,24,services,single,basic_9y,no,yes,yes
35361,109,27,admin,married,professional_course,no,yes,no
35362,1223,29,blue-collar,divorced,basic_4y,no,yes,no
35363,136,23,blue-collar,single,professional_course,no,yes,no
35364,101,53,admin,married,high_school,no,no,no
35365,126,43,admin,married,high_school,no,yes,no
35366,137,34,blue-collar,single,basic_9y,no,no,no
35367,155,39,blue-collar,married,basic_4y,no,unknown,unknown
35368,509,53,blue-collar,divorced,basic_9y,no,yes,no
35369,143,37,admin,divorced,high_school,no,no,no
35370,641,27,blue-collar,single,basic_9y,no,no,no
35371,415,34,blue-collar,single,basic_6y,unknown,yes,no
35372,104,54,management,married,university_degree,no,no,no
35373,211,31,services,married,high_school,no,yes,no
35374,131,27,technician,married,university_degree,no,yes,no
35375,22,28,entrepreneur,married,basic_9y,unknown,no,no
35376,15,34,admin,single,high_school,no,no,no
35377,1871,29,admin,married,high_school,no,yes,no
35378,69,24,services,single,high_school,no,yes,yes
35379,63,28,admin,single,university_degree,no,yes,yes
35380,1068,25,blue-collar,single,high_school,no,no,no
35381,315,58,admin,divorced,high_school,unknown,no,no
35382,58,42,blue-collar,married,basic_4y,no,yes,no
35383,22,43,blue-collar,married,high_school,no,no,no
35384,1326,50,entrepreneur,married,high_school,no,yes,yes
35385,149,34,blue-collar,married,basic_4y,unknown,no,no
35386,34,22,admin,single,basic_9y,no,yes,yes
35387,204,33,technician,single,university_degree,no,no,no
35388,44,48,blue-collar,married,basic_9y,no,no,no
35389,376,47,entrepreneur,married,university_degree,no,no,no
35390,31,38,blue-collar,divorced,basic_4y,unknown,no,no
35391,133,40,technician,married,university_degree,no,yes,yes
35392,439,35,blue-collar,divorced,basic_9y,no,yes,no
35393,157,32,technician,single,,no,yes,yes
35394,38,32,admin,single,,no,yes,yes
35395,462,45,entrepreneur,divorced,university_degree,no,no,no
35396,73,32,admin,single,professional_course,no,yes,yes
35397,104,26,services,married,high_school,no,yes,no
35398,504,43,blue-collar,single,high_school,no,no,no
35399,121,25,blue-collar,single,basic_9y,no,no,no
35400,49,39,technician,married,professional_course,no,no,no
35401,258,37,services,divorced,professional_course,no,no,no
35402,163,41,management,married,,no,yes,no
35403,12,24,admin,single,basic_9y,no,yes,no
35404,126,28,services,single,basic_9y,no,no,yes
35405,166,28,technician,single,university_degree,no,no,yes
35406,11,25,admin,single,university_degree,no,yes,no
35407,59,43,blue-collar,divorced,basic_9y,unknown,yes,no
35408,1313,31,technician,single,university_degree,no,yes,no
35409,623,50,admin,single,high_school,no,no,yes
35410,157,26,admin,single,high_school,no,yes,no
35411,1598,30,admin,divorced,university_degree,no,yes,no
35412,385,42,self-employed,married,professional_course,unknown,no,no
35413,57,33,admin,single,high_school,no,no,no
35414,543,55,technician,married,professional_course,no,no,yes
35415,692,35,technician,divorced,professional_course,no,no,no
35416,102,45,blue-collar,single,high_school,unknown,no,yes
35417,20,32,technician,married,professional_course,no,no,no
35418,59,25,student,single,high_school,no,yes,no
35419,33,41,unemployed,married,professional_course,no,yes,no
35420,126,50,housemaid,married,basic_9y,no,yes,no
35421,87,39,technician,single,professional_course,no,yes,no
35422,15,38,technician,single,professional_course,no,yes,no
35423,45,42,technician,single,university_degree,no,no,no
35424,722,41,admin,single,high_school,no,no,no
35425,9,45,blue-collar,single,high_school,unknown,no,no
35426,17,48,admin,divorced,university_degree,no,no,no
35427,7,41,blue-collar,married,basic_9y,no,yes,no
35428,16,41,admin,divorced,professional_course,no,no,no
35429,201,38,technician,single,professional_course,no,no,no
35430,113,41,admin,married,university_degree,unknown,no,no
35431,8,25,admin,single,university_degree,no,no,no
35432,8,45,blue-collar,single,high_school,unknown,yes,no
35433,536,44,blue-collar,single,basic_9y,no,yes,no
35434,58,29,admin,divorced,professional_course,no,yes,yes
35435,28,48,admin,divorced,university_degree,no,yes,no
35436,11,49,blue-collar,divorced,professional_course,no,yes,no
35437,9,57,technician,divorced,basic_6y,no,unknown,unknown
35438,899,36,admin,married,high_school,unknown,no,no
35439,17,49,blue-collar,divorced,professional_course,no,no,no
35440,473,57,services,married,high_school,no,yes,yes
35441,11,36,admin,married,high_school,unknown,no,no
35442,114,38,admin,single,university_degree,no,no,no
35443,106,22,technician,single,,no,yes,no
35444,159,43,admin,single,high_school,no,yes,no
35445,17,31,technician,single,high_school,unknown,yes,yes
35446,359,42,management,divorced,university_degree,no,no,no
35447,17,38,technician,single,professional_course,no,yes,no
35448,11,39,self-employed,married,high_school,no,no,no
35449,70,52,blue-collar,married,basic_9y,unknown,yes,no
35450,193,38,admin,single,university_degree,no,yes,yes
35451,116,31,admin,married,university_degree,no,no,no
35452,157,41,blue-collar,married,basic_9y,no,no,no
35453,284,36,admin,married,high_school,unknown,yes,no
35454,73,57,blue-collar,divorced,basic_9y,no,yes,no
35455,18,40,admin,single,high_school,no,no,no
35456,26,57,admin,single,high_school,no,yes,no
35457,222,36,admin,single,,no,yes,no
35458,126,57,services,married,high_school,no,yes,no
35459,97,21,student,single,high_school,no,no,no
35460,144,44,services,married,high_school,no,yes,no
35461,98,45,blue-collar,single,high_school,unknown,yes,no
35462,59,35,housemaid,married,university_degree,no,yes,no
35463,19,27,services,single,university_degree,no,yes,no
35464,44,54,retired,divorced,professional_course,no,yes,no
35465,22,27,services,single,university_degree,no,yes,yes
35466,44,25,technician,single,professional_course,no,yes,no
35467,16,50,housemaid,married,basic_9y,no,yes,no
35468,7,46,admin,divorced,basic_6y,no,no,no
35469,21,25,student,single,high_school,no,yes,no
35470,15,38,technician,single,professional_course,no,yes,yes
35471,30,38,admin,single,university_degree,no,yes,yes
35472,13,41,admin,divorced,high_school,no,no,no
35473,8,32,admin,single,university_degree,no,yes,no
35474,201,52,blue-collar,married,basic_9y,unknown,yes,no
35475,259,33,management,married,university_degree,no,yes,no
35476,90,30,student,single,university_degree,no,yes,no
35477,51,52,admin,divorced,basic_9y,no,yes,no
35478,264,36,admin,married,high_school,unknown,yes,yes
35479,35,53,technician,divorced,,no,yes,no
35480,10,27,admin,divorced,high_school,no,yes,no
35481,380,57,services,married,high_school,no,no,no
35482,33,42,technician,single,university_degree,no,yes,no
35483,30,44,technician,married,university_degree,no,no,no
35484,557,24,student,single,high_school,no,no,no
35485,108,54,blue-collar,married,basic_4y,unknown,no,no
35486,173,31,admin,married,university_degree,no,yes,yes
35487,87,29,services,married,high_school,no,yes,no
35488,47,36,admin,married,high_school,unknown,yes,yes
35489,97,30,admin,married,basic_9y,no,yes,yes
35490,333,32,blue-collar,married,professional_course,no,yes,no
35491,55,28,admin,single,university_degree,no,no,no
35492,29,45,blue-collar,single,high_school,unknown,yes,no
35493,213,31,admin,married,university_degree,no,no,no
35494,192,28,admin,single,university_degree,no,no,no
35495,57,47,management,married,high_school,no,no,no
35496,16,34,admin,single,university_degree,no,yes,no
35497,442,28,admin,single,university_degree,no,yes,no
35498,245,47,management,married,high_school,no,no,no
35499,115,23,blue-collar,single,high_school,no,yes,no
35500,410,46,blue-collar,married,basic_9y,no,yes,no
35501,158,23,blue-collar,single,high_school,no,yes,no
35502,283,34,admin,single,university_degree,no,no,no
35503,217,44,admin,married,basic_6y,no,no,no
35504,97,39,admin,single,professional_course,no,yes,no
35505,420,48,blue-collar,married,basic_4y,no,no,no
35506,608,44,admin,married,basic_6y,no,unknown,unknown
35507,166,28,blue-collar,single,basic_9y,no,unknown,unknown
35508,325,38,technician,single,professional_course,no,no,no
35509,161,37,technician,married,high_school,no,no,no
35510,166,41,admin,single,university_degree,no,yes,no
35511,97,41,management,married,high_school,no,no,no
35512,74,30,blue-collar,single,basic_9y,no,no,no
35513,15,45,services,divorced,high_school,no,no,no
35514,216,41,management,married,high_school,no,no,no
35515,170,37,blue-collar,married,basic_4y,unknown,yes,no
35516,288,36,services,single,high_school,no,no,no
35517,17,52,admin,married,high_school,no,yes,no
35518,220,24,admin,single,university_degree,unknown,no,no
35519,28,44,entrepreneur,divorced,university_degree,no,yes,no
35520,169,30,admin,married,high_school,no,yes,no
35521,185,52,blue-collar,married,basic_9y,unknown,yes,no
35522,88,35,admin,divorced,high_school,no,yes,no
35523,903,44,services,divorced,high_school,no,no,no
35524,248,52,blue-collar,married,basic_9y,unknown,no,no
35525,12,38,technician,single,university_degree,no,yes,no
35526,52,25,student,single,high_school,no,yes,no
35527,155,24,blue-collar,single,basic_9y,no,yes,no
35528,205,33,unemployed,married,basic_4y,no,no,no
35529,68,37,blue-collar,married,professional_course,no,yes,no
35530,63,41,admin,divorced,high_school,no,yes,no
35531,114,37,blue-collar,married,professional_course,no,no,no
35532,297,24,blue-collar,single,basic_9y,no,no,no
35533,185,37,blue-collar,married,professional_course,no,yes,no
35534,186,34,admin,married,high_school,unknown,no,no
35535,222,33,blue-collar,single,high_school,no,no,no
35536,284,48,blue-collar,married,basic_4y,no,no,no
35537,195,30,technician,single,university_degree,no,no,no
35538,119,32,self-employed,single,university_degree,no,no,no
35539,261,41,management,divorced,high_school,no,no,no
35540,113,28,blue-collar,single,professional_course,no,yes,no
35541,11,46,blue-collar,married,high_school,no,no,no
35542,42,35,blue-collar,married,professional_course,no,yes,no
35543,110,33,technician,married,professional_course,no,yes,no
35544,1340,33,admin,single,professional_course,no,yes,no
35545,455,59,management,married,basic_4y,no,no,no
35546,119,29,admin,single,high_school,no,yes,no
35547,110,52,admin,divorced,high_school,no,yes,yes
35548,170,38,technician,single,professional_course,no,no,no
35549,245,29,technician,single,professional_course,no,yes,no
35550,268,30,admin,married,high_school,no,no,no
35551,108,41,technician,single,high_school,no,yes,no
35552,487,29,technician,single,professional_course,no,yes,no
35553,182,33,technician,married,university_degree,no,yes,no
35554,309,31,admin,single,high_school,unknown,yes,no
35555,165,25,blue-collar,single,basic_9y,no,yes,no
35556,18,41,admin,single,high_school,no,no,no
35557,250,21,blue-collar,single,basic_9y,no,yes,no
35558,154,21,blue-collar,single,basic_9y,no,no,no
35559,2301,33,blue-collar,single,high_school,no,no,no
35560,169,35,technician,divorced,university_degree,no,no,no
35561,176,37,management,divorced,university_degree,no,yes,no
35562,69,47,entrepreneur,married,professional_course,no,yes,no
35563,119,32,management,married,university_degree,no,no,yes
35564,493,37,management,divorced,university_degree,no,no,no
35565,295,41,blue-collar,married,basic_9y,no,yes,no
35566,226,29,admin,single,university_degree,unknown,no,no
35567,11,25,student,single,high_school,no,no,no
35568,33,27,services,single,university_degree,no,yes,yes
35569,152,44,unemployed,married,basic_9y,no,yes,no
35570,176,58,blue-collar,married,high_school,unknown,no,no
35571,41,31,technician,divorced,high_school,no,no,no
35572,252,42,services,divorced,high_school,no,yes,no
35573,40,31,technician,divorced,high_school,no,no,no
35574,156,36,blue-collar,married,basic_9y,no,yes,no
35575,126,32,services,married,high_school,unknown,yes,no
35576,55,43,services,divorced,high_school,no,yes,no
35577,114,32,blue-collar,married,basic_9y,unknown,yes,yes
35578,134,30,admin,single,university_degree,unknown,yes,no
35579,18,46,admin,divorced,basic_6y,no,yes,no
35580,98,39,entrepreneur,married,university_degree,unknown,yes,no
35581,379,58,self-employed,married,university_degree,no,yes,no
35582,128,31,blue-collar,married,high_school,no,no,no
35583,86,57,technician,divorced,basic_6y,no,yes,no
35584,632,30,admin,single,university_degree,unknown,yes,no
35585,98,38,admin,single,university_degree,no,yes,no
35586,843,33,admin,single,professional_course,no,no,no
35587,8,50,admin,divorced,basic_4y,no,yes,no
35588,132,30,services,married,university_degree,no,unknown,unknown
35589,261,47,services,married,high_school,no,no,no
35590,133,32,self-employed,married,university_degree,no,no,yes
35591,398,47,services,married,high_school,no,yes,yes
35592,287,33,technician,divorced,professional_course,no,no,no
35593,208,44,unemployed,divorced,basic_6y,no,no,no
35594,434,28,unemployed,single,university_degree,no,yes,no
35595,119,42,blue-collar,divorced,basic_4y,no,yes,no
35596,140,39,self-employed,divorced,university_degree,no,no,no
35597,191,43,technician,married,professional_course,no,no,yes
35598,380,23,blue-collar,single,high_school,no,no,no
35599,115,32,blue-collar,married,professional_course,no,yes,no
35600,325,58,admin,married,university_degree,no,no,no
35601,167,29,admin,married,university_degree,no,yes,no
35602,63,45,admin,divorced,university_degree,no,no,yes
35603,21,35,admin,single,university_degree,no,no,no
35604,47,49,retired,married,high_school,no,no,no
35605,9,42,technician,single,university_degree,no,no,yes
35606,565,29,admin,married,university_degree,no,yes,no
35607,507,45,admin,divorced,university_degree,no,no,no
35608,82,27,admin,single,university_degree,no,no,no
35609,105,55,admin,divorced,,unknown,yes,no
35610,212,30,technician,single,professional_course,no,yes,no
35611,78,46,technician,divorced,professional_course,no,no,no
35612,546,37,management,married,university_degree,no,no,no
35613,79,44,management,divorced,university_degree,no,no,no
